id,user_id,title,message,type,is_read,link,created_at
60017,30002,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'เวิร์คพริ้นท์เซ็นเตอร์' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-25 13:34:28
60018,60001,โพสต์ของคุณได้รับการอนุมัติ,โพสต์เรื่อง 'การเตรียมตัวก่อนไปฝึกงาน' ได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/community,2026-08-25 15:36:54
60019,60003,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:37:07
60020,1,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:37:19
60021,60001,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:37:28
60022,60007,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:37:38
60023,60002,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:37:48
60024,30002,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-25 15:40:09
60025,1,มีสถานประกอบการใหม่ลงทะเบียน,"สถานประกอบการ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน",info,1,/admin,2026-08-25 15:59:42
60026,30002,มีสถานประกอบการใหม่ลงทะเบียน,"สถานประกอบการ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน",info,0,/admin,2026-08-25 15:59:43
90001,1,มีสถานประกอบการใหม่ลงทะเบียน,"สถานประกอบการ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน",info,0,/admin,2026-08-26 00:20:02
90002,2,มีสถานประกอบการใหม่ลงทะเบียน,"สถานประกอบการ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน",info,1,/admin,2026-08-26 00:20:03
90003,30002,มีสถานประกอบการใหม่ลงทะเบียน,"สถานประกอบการ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน",info,0,/admin,2026-08-26 00:20:04
120001,1,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วิทยาลัยอาชีวศึกษาสงขลา' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 03:29:01
120002,2,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วิทยาลัยอาชีวศึกษาสงขลา' รอการตรวจสอบจาก Admin,info,1,/admin,2026-08-26 03:29:02
120003,30002,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วิทยาลัยอาชีวศึกษาสงขลา' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 03:29:03
120004,1,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-26 03:38:35
120005,2,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,1,/admin,2026-08-26 03:38:36
120006,30002,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-26 03:38:37
120007,90001,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-26 03:43:50
120008,60003,โพสต์ของคุณได้รับการอนุมัติ,โพสต์เรื่อง 'แอร์เย็น' ได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/community,2026-08-26 03:44:06
120009,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'วิทยาลัยเทคนิคหาดใหญ่' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 04:30:41
120010,2,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'วิทยาลัยเทคนิคหาดใหญ่' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,1,/admin,2026-08-26 04:30:42
120011,30002,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'วิทยาลัยเทคนิคหาดใหญ่' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 04:30:43
150001,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ '183/60 ซอย 2 จุฑากาญจน์ ตำบลคอหงส์ อำเภอหาดใหญ่จังหวัดสงขลา' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 05:46:13
150002,2,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ '183/60 ซอย 2 จุฑากาญจน์ ตำบลคอหงส์ อำเภอหาดใหญ่จังหวัดสงขลา' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,1,/admin,2026-08-26 05:46:14
150003,30002,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ '183/60 ซอย 2 จุฑากาญจน์ ตำบลคอหงส์ อำเภอหาดใหญ่จังหวัดสงขลา' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 05:46:15
180002,1,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:43
180004,1,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:44
180005,2,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:44
180007,2,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:45
180008,30002,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:45
180010,30002,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:00:46
180011,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'test' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 16:31:14
180012,2,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'test' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 16:31:15
180013,30002,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'test' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-26 16:31:16
180014,1,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:33:13
180015,2,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:33:14
180016,30002,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 16:33:15
180017,1,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,1,/admin,2026-08-26 17:05:48
180018,2,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 17:05:49
180019,30002,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 17:05:50
180020,1,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 17:10:16
180021,2,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,1,/admin,2026-08-26 17:10:17
180022,30002,มีความคิดเห็นใหม่ใน Community รอการอนุมัติ,มีความคิดเห็นใหม่ในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-26 17:10:18
180023,1,ความคิดเห็นของคุณได้รับการอนุมัติ,ความคิดเห็นในกระทู้ 'การเตรียมตัวก่อนไปฝึกงาน' ได้รับการอนุมัติและเผยแพร่แล้ว,info,0,/community/3,2026-08-26 17:18:22
210001,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'Wat khlong ple' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-27 13:35:30
240001,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'I AM (bakery and Coffee)' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-27 15:27:02
270001,1,มีสถานประกอบการใหม่ลงทะเบียน,สถานประกอบการ 'I AM (bakery and Coffee)' ลงทะเบียนเข้าสู่ระบบ รอการตรวจสอบและอนุมัติประกาศงาน,info,0,/admin,2026-08-28 04:28:43
300001,150001,ประกาศงานของคุณได้รับการอนุมัติ,ประกาศงาน 'นักศึกษาฝึกงาน (I AM (bakery and Coffee))' ได้รับการอนุมัติเรียบร้อยแล้ว,info,0,/jobs,2026-08-28 06:02:13
300002,1,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:04:43
300003,2,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:04:44
300004,30002,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:04:45
300005,1,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'แสงประทีปจะติดขร.ไหมครับ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-28 06:06:35
300006,2,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'แสงประทีปจะติดขร.ไหมครับ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,1,/admin,2026-08-28 06:06:37
300007,30002,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'แสงประทีปจะติดขร.ไหมครับ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-28 06:06:38
300008,270005,โพสต์ของคุณได้รับการอนุมัติ,โพสต์เรื่อง 'แสงประทีปจะติดขร.ไหมครับ' ได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/community,2026-08-28 06:19:04
300009,270007,ยืนยันสิทธิ์นักศึกษาสำเร็จ,คำขอยืนยันสิทธิ์นักศึกษาของคุณได้รับการอนุมัติแล้ว คุณสามารถเข้าถึงข้อมูลรีวิวได้เต็มรูปแบบ,success,1,/insights,2026-08-28 06:19:49
300010,1,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:22:33
300011,2,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:22:34
300012,30002,มีรีวิวใหม่รอการอนุมัติ,"มีนักศึกษาส่งรีวิวสำหรับ 'บริษัท เอมิ.โปร.จำกัด Ami. Pro. Corp., Ltd.' รอการตรวจสอบจาก Admin",info,0,/admin,2026-08-28 06:22:35
330001,1,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'ขอถามพี่ๆแผนกสารสนเทศ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:36:31
330002,2,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'ขอถามพี่ๆแผนกสารสนเทศ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:36:32
330003,30002,มีโพสต์ใหม่ใน Community รอการอนุมัติ,มีโพสต์ใหม่ 'ขอถามพี่ๆแผนกสารสนเทศ' จากนักศึกษา รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:36:33
330004,1,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วีโฮม บิวเดอร์ สาขาสงขลา (บจก.วนาวัฒน์วัสดุ)' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:46:26
330005,2,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วีโฮม บิวเดอร์ สาขาสงขลา (บจก.วนาวัฒน์วัสดุ)' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:46:27
330006,30002,มีรีวิวใหม่รอการอนุมัติ,มีนักศึกษาส่งรีวิวสำหรับ 'วีโฮม บิวเดอร์ สาขาสงขลา (บจก.วนาวัฒน์วัสดุ)' รอการตรวจสอบจาก Admin,info,0,/admin,2026-08-30 16:46:28
360001,270004,รีวิวของคุณได้รับการอนุมัติ,รีวิวของคุณได้รับการอนุมัติและเผยแพร่เรียบร้อยแล้ว,info,0,/insights,2026-08-31 13:14:41
